identifier,formula,Species,spacegroup_number,spacegroup_symbol,volume_per_atom,bravais_lattice,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,avg_nn_dist,sum_atn_nn,avg_en_formula,electronegativity,ionization_energy,electron_affinity,oxidation_states
mp-18816,Fe2SiO4,Fe,227,Fd-3m,10.335915985125292,cubic,5.890292403630231,5.890318566303948,5.890318568974857,89.84745699209377,60.095297914055216,119.91896460606462,2.16275,128,2.76,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18832,K2VO2F3,V,62,Pnma,15.700182949887443,orthorhombic,5.77548,7.517807,11.571121,90.0,90.0,90.0,1.79175,136,2.7612499999999995,1.63,6.746187,0.527662,"(5,)"
mp-18834,SrMoO4,Mo,88,I4_1/a,14.6017509689432,tetragonal,5.408212736850605,5.4084531054784994,7.1067346784740915,112.35764566776116,112.36163888676477,90.00773807577816,1.773,64,2.811666666666667,2.16,7.09243,0.747238,"(4, 6)"
mp-18835,VPO4,V,63,Cmcm,10.745906619692716,orthorhombic,5.221712870002373,7.790920990021107,6.33946366002297,90.00027813083251,90.0000846002713,89.99993480431627,2.0095,128,2.9299999999999997,1.63,6.746187,0.527662,"(5,)"
mp-18844,CaMn2O4,Mn,57,Pbcm,10.921649459480646,orthorhombic,3.1577446700000227,9.670722050005216,10.0140637700054,90.00011898755304,89.99999363961442,90.00000395474909,1.91875,256,2.551428571428571,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18848,Sr2MgWO6,W,225,Fm-3m,12.941020337033224,cubic,5.677552679191273,5.677552679191273,5.677552679191273,59.99999999999999,59.99999999999999,59.99999999999999,1.949,32,2.621,2.36,7.86403,0.81650082,"(4, 6)"
mp-18852,Na2MoO4,Mo,227,Fd-3m,13.154026824861498,cubic,6.386074354546033,6.386074294305084,6.38607281,59.999992334037174,59.99999270589742,60.00000074672902,1.772,64,2.54,2.16,7.09243,0.747238,"(4, 6)"
mp-18859,Sr5Cr3O12F,Cr,176,P6_3/m,15.125108162607562,hexagonal,9.924808156227488,9.9248585339519,7.4469179,90.0,90.0,120.00133993630251,1.6983750000000002,192,2.6185714285714288,1.66,6.76651,0.67592827,"(3, 6)"
mp-18860,Li2VSiO5,V,129,P4/nmm,10.412684763896022,tetragonal,4.540332000523751,9.086703975984417,9.08596858584477,89.99998216132488,90.0016837786804,90.00046530474752,1.9101875,128,2.521111111111111,1.63,6.746187,0.527662,"(5,)"
mp-18864,Rb2WO4,W,12,C2/m,20.4939266215515,monoclinic,6.29037237,7.159417613160366,7.89070394274603,113.19525945011736,90.00000000016259,116.05969455822586,1.79225,64,2.537142857142857,2.36,7.86403,0.81650082,"(4, 6)"
mp-18865,K3(FeO2)2,Fe,70,Fddd,16.762837826995458,orthorhombic,10.350678694124843,9.103922866074052,6.535527101071037,81.07671823608607,60.33142784495267,38.59185391896128,1.9885,128,2.2088888888888887,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18866,CaV4O9,V,85,P4/n,13.176767790197948,tetragonal,8.424531,8.424531,5.198469,90.0,90.0,90.0,1.904,256,2.7485714285714287,1.63,6.746187,0.527662,"(5,)"
mp-18867,Ba3W2O9,W,167,R-3c,15.051286553570732,rhombohedral,7.519722690854208,7.519722690854208,7.519722438174991,85.47623248704448,85.47623248704448,85.4762360639315,1.8875,128,2.7392857142857143,2.36,7.86403,0.81650082,"(4, 6)"
mp-18869,Na4Mn2O5,Mn,70,Fddd,11.73093433411852,orthorhombic,10.79087935769924,10.157592261299538,5.441329323941068,81.50079165732997,68.58597097250501,29.924087338947373,1.9406875,128,2.1836363636363636,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18875,MgWO4,W,13,P2/c,10.97000671504243,monoclinic,5.68974464,4.685061235527731,4.938556685039753,89.45081383916545,90.0,90.0,1.856,64,2.905,2.36,7.86403,0.81650082,"(4, 6)"
mp-18876,K3CrO8,Cr,121,I-42m,15.16305360372119,tetragonal,6.2097651889220415,6.2097651889220415,6.2097651889220415,113.39083235766186,113.39083235766186,101.8879226017938,1.907,32,2.6366666666666667,1.66,6.76651,0.67592827,"(3, 6)"
mp-18878,LiFeAs2O7,Fe,5,C2,12.16589612254686,monoclinic,5.40535482770123,5.40535482770123,4.829387651717865,81.29138016096503,81.29138016096503,102.24006890034327,2.006,32,2.840909090909091,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18881,KCr4O8,Cr,87,I4/m,11.445907267193194,tetragonal,7.192965285930622,7.192965285930622,7.192965285930622,92.50468430161249,92.50468430161249,155.86686320432275,1.95625,128,2.6907692307692304,1.66,6.76651,0.67592827,"(3, 6)"
mp-18890,CaFe(SiO3)2,Fe,15,C2/c,11.741951977790333,monoclinic,5.334350795707197,9.97518008367909,9.154470616835198,90.0014355418454,90.00030476421162,74.62143806290243,2.1431250000000004,128,2.727,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18892,KBaVO4,V,62,Pnma,17.94861873569458,orthorhombic,6.025286,7.887364,10.574979,90.0,90.0,90.0,1.7447499999999998,128,2.442857142857143,1.63,6.746187,0.527662,"(5,)"
mp-18897,NaVTeO5,V,14,P2_1/c,14.684191580073136,monoclinic,11.758274,5.937471,6.913821996719687,76.78066218342911,90.0,90.0,1.75625,128,2.7325,1.63,6.746187,0.527662,"(5,)"
mp-18906,CrPO4,Cr,63,Cmcm,10.285732316963449,orthorhombic,4.670029976577465,8.668223465791506,6.14279562,90.0,90.0,83.08640657658839,1.983,128,2.935,1.66,6.76651,0.67592827,"(3, 6)"
mp-18907,Ca2MnAlO5,Mn,46,Ima2,12.389948607309794,orthorhombic,5.350926266433598,5.616789497625668,8.37289784884027,109.5958479574624,108.63501438644305,90.00000147469542,1.9515,64,2.484444444444444,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18914,K2MoO4,Mo,12,C2/m,18.014918456363137,monoclinic,6.03836785,6.868432506980561,7.506899000055942,112.83149196462746,90.0,116.07670455923234,1.7695,64,2.5085714285714285,2.16,7.09243,0.747238,"(4, 6)"
mp-18921,NaCoO2,Co,166,R-3m,9.251102369534877,rhombohedral,5.408833851872402,5.408834568519586,5.408834449204121,30.895290251432403,30.895282057217074,30.89527813934392,2.310666666666666,27,2.4225,1.88,7.88101,0.66225547,"(2, 3)"
mp-18933,Li2WO4,W,74,Imma,10.53942726974785,orthorhombic,8.390104003840063,9.37627982080588,9.376278622516852,78.46189284105284,63.44638471996221,63.446382828500866,1.8655625,256,2.5828571428571427,2.36,7.86403,0.81650082,"(4, 6)"
mp-18938,Tl2MoO4,Mo,5,C2,19.419704500326706,monoclinic,6.152884659744157,6.152883811170444,8.022285738660461,88.85849198868408,88.85848495957028,63.564430913828055,1.77175,64,2.737142857142857,2.16,7.09243,0.747238,"(4, 6)"
mp-18942,VP2O7,V,15,C2/c,13.212391120825092,monoclinic,4.327412325468997,8.082870505492094,8.324818470863434,74.05415998839682,74.9352670329279,74.47312452071631,1.9125,64,3.0089999999999995,1.63,6.746187,0.527662,"(5,)"
mp-18943,BaNiO2,Ni,63,Cmcm,16.221419539842458,orthorhombic,5.496021395325623,5.496021395325623,4.781574,90.0,90.0,116.04028215624432,1.907,64,2.42,1.91,7.639878,1.1571612,"(2,)"
mp-18952,Ca4Mn2O7,Mn,64,Cmce,12.99070503482067,orthorhombic,5.422121002361068,6.736683402044214,10.101071000000791,89.99998236356792,89.99995617692443,66.26631530759576,1.9405,128,2.398461538461538,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18968,Li2FeSiO4,Fe,31,Pmn2_1,10.139888324660523,orthorhombic,6.266269780004441,7.205777425053565,7.204963070724723,85.85303861932731,89.99991899680487,89.99988996401031,2.010625,128,2.43125,1.83,7.9024681,0.15323635,"(2, 3)"
mp-18973,CoSe2O5,Co,60,Pbcn,13.344296473659124,orthorhombic,6.03250794691473,6.854543638156797,10.326882050179274,90.0004139605456,89.99939193917653,89.99181072647286,2.083,128,3.0225,1.88,7.88101,0.66225547,"(2, 3)"
mp-18975,Na2SrV4O12,V,125,P4/nbm,15.519093785503664,tetragonal,10.760811,10.760811,5.092839,90.0,90.0,90.0,1.7555,256,2.663684210526316,1.63,6.746187,0.527662,"(5,)"
mp-18977,Ba2CaWO6,W,225,Fm-3m,15.481755213407968,cubic,6.027146271809902,6.027146271809902,6.027146271809902,59.99999999999999,59.99999999999999,59.99999999999999,1.959,32,2.5780000000000003,2.36,7.86403,0.81650082,"(4, 6)"
mp-18978,Sr2MnO4,Mn,139,I4/mmm,12.863417053254594,tetragonal,3.803363925735935,3.803363872465357,6.780516236287496,106.28213752639184,106.28216002413512,90.00465089862003,1.9165,32,2.4585714285714286,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18986,Ba2MgWO6,W,225,Fm-3m,13.968398093544788,cubic,5.8239888367207575,5.8239888367207575,5.8239888367207575,59.99999999999999,59.99999999999999,59.99999999999999,1.966,32,2.609,2.36,7.86403,0.81650082,"(4, 6)"
mp-18988,Li2MnO3,Mn,12,C2/m,8.144474308166098,monoclinic,4.898158998402709,4.898160757644212,9.533075506334471,85.2210293651693,85.22104484508624,119.92126030055154,1.8995,128,2.305,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18994,CsMnO4,Mn,62,Pnma,19.097724249814565,orthorhombic,5.78906139,7.95344873,9.9547239,90.0,90.0,90.0,1.6045,128,2.6833333333333336,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-18997,LiMnPO4,Mn,62,Pnma,11.202588028852157,orthorhombic,4.792029000001357,10.594184000004578,6.1785910000027515,90.00009504043581,90.00006368923646,90.00004554583985,2.1913124999999996,128,2.64,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-190,ReO3,Re,221,Pm-3m,13.344061811728684,cubic,6.521440970807694,6.521434227359208,6.521432553043015,109.47112354053736,109.47126959393545,109.4712267320125,1.8828125,128,3.055,1.9,7.83352,0.06039664,"(4,)"
mp-19000,VPO5,V,129,P4/nmm,11.547230844550816,tetragonal,6.1894051,6.1894051,4.2199574,90.0,90.0,90.0,1.81375,64,3.0028571428571427,1.63,6.746187,0.527662,"(5,)"
mp-19003,MgV2O5,V,63,Cmcm,13.303854472848956,orthorhombic,5.4272039229616205,5.4272039229616205,11.210488,90.0,90.0,139.86093029007313,1.912,128,2.72125,1.63,6.746187,0.527662,"(5,)"
mp-19009,NiO,Ni,225,Fm-3m,9.17091681388321,cubic,2.9601883503857622,2.9601871416285945,2.96018743,59.99999688923313,60.000010396943715,60.000000186924105,2.093,8,2.675,1.91,7.639878,1.1571612,"(2,)"
mp-19017,LiFePO4,Fe,62,Pnma,10.160656780833024,orthorhombic,10.23619605,5.970755100000077,4.654917190000101,90.00002115162388,90.0,90.0,2.0895,128,2.6799999999999997,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19026,Na4FeO3,Fe,9,Cc,14.538723521965114,monoclinic,5.745961622257589,6.1315593844739205,8.181414144579792,111.03869342983457,89.97635208661487,117.97057642741424,2.13375,70,1.98375,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19028,Na3Fe(PO4)2,Fe,15,C2/c,11.759742187604862,monoclinic,5.257579078551077,5.257579078551077,14.074042366975204,88.23639400777573,88.23639400777573,57.876485732468126,2.017,64,2.608571428571428,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19034,Mg3V2O8,V,64,Cmce,11.033042298524329,orthorhombic,6.476593146652195,6.476593146652195,8.29334275,90.0,90.0,124.45156961666038,1.73075,128,2.67,1.63,6.746187,0.527662,"(5,)"
mp-19035,BaFeO3,Fe,221,Pm-3m,12.340647230254866,cubic,3.95157012,3.95156495,3.95156495,90.0,90.0,90.0,2.3375,80,2.608,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19042,Ca3Mn2O7,Mn,36,Cmc2_1,11.114508899845818,orthorhombic,5.253155890001418,5.248808799122174,10.02426852239807,74.81605707746324,90.0000489217663,89.99996911900745,1.8894375,128,2.515,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19046,KMnO4,Mn,62,Pnma,15.555434875102138,orthorhombic,5.61434799,7.35413806,9.04195398,90.0,90.0,90.0,1.60375,128,2.688333333333333,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19048,BaWO4,W,88,I4_1/a,17.044078213252693,tetragonal,7.524857816896777,7.524857816896777,7.524857816896777,135.7616716993219,135.7616716993219,64.34901045464679,1.7935,64,2.8349999999999995,2.36,7.86403,0.81650082,"(4, 6)"
mp-19050,Ca2MnO4,Mn,142,I4_1/acd,11.528613714169092,tetragonal,5.1653678205573,5.1653892504017165,12.637856004356996,78.2072915448329,78.20673821469602,89.99861535030769,1.8526875,128,2.472857142857143,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19070,Sr3Mn2O7,Mn,139,I4/mmm,12.720384856868938,tetragonal,3.88005278594119,3.8800521490034128,10.503904849566991,100.643392906429,100.64339294627828,90.00000237777675,1.9465,64,2.5025,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19075,K2SrV4O12,V,125,P4/nbm,16.826530447953626,tetragonal,10.92285105,10.92285105,5.35927632,90.0,90.0,90.0,1.729,256,2.6521052631578947,1.63,6.746187,0.527662,"(5,)"
mp-19083,NaVO3,V,15,C2/c,13.8295523024171,monoclinic,5.891257970977989,7.0933786560145755,7.093378970677873,82.96980114611708,75.21124826881791,75.21123399924394,1.72925,128,2.576,1.63,6.746187,0.527662,"(5,)"
mp-19084,BaMg2V2O8,V,142,I4_1/acd,13.169483444921134,tetragonal,9.901131515089778,9.901131515089778,9.901131515089778,100.91691249992064,100.91691249992064,128.40596919184637,1.75,256,2.6376923076923076,1.63,6.746187,0.527662,"(5,)"
mp-19115,CaFeO3,Fe,62,Pnma,10.547979122587815,orthorhombic,5.292470740010532,5.323392520007372,7.487766650022471,90.00018673602037,89.99978053373835,89.9999750621508,1.9045,128,2.63,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19124,Ca3Mn2O7,Mn,139,I4/mmm,11.5672072528352,tetragonal,3.786086,3.786086,10.046684321851613,100.86086296600251,100.86086296600251,90.0,1.906,64,2.515,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19146,CrPbO4,Cr,14,P2_1/c,14.649293852546734,monoclinic,7.43348116,6.8069060314884595,8.717189942251002,52.85346861973674,90.0,90.0,1.651,128,2.9583333333333335,1.66,6.76651,0.67592827,"(3, 6)"
mp-19147,NiCO3,Ni,167,R-3c,8.894505301232424,rhombohedral,5.541078929936424,5.541075610087119,5.541064911956873,48.98950167296332,48.98953695790016,48.989444217329755,2.063,64,2.9560000000000004,1.91,7.639878,1.1571612,"(2,)"
mp-19149,NaNiO2,Ni,12,C2/m,9.723774459100383,monoclinic,2.8254614590765024,3.014248177784253,5.405423999678786,76.26628819789188,74.84956761536633,62.05109366895868,2.2943333333333333,27,2.4299999999999997,1.91,7.639878,1.1571612,"(2,)"
mp-19156,BaMnO3,Mn,194,P6_3/mmc,13.862812636506428,hexagonal,5.725704520000839,5.725705403935608,4.8827336500000005,90.0,90.0,120.00005572554132,1.905,64,2.552,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19163,SrWO4,W,88,I4_1/a,14.723845687271428,tetragonal,5.440170009113186,5.440278674314781,7.102184773092275,112.5154484479807,112.5201859967259,90.01932980863691,1.7955,64,2.845,2.36,7.86403,0.81650082,"(4, 6)"
mp-19165,BaFe(Si2O5)2,Fe,130,P4/ncc,14.30885265813317,tetragonal,7.51335695,7.51335695,16.2224611,90.0,90.0,90.0,1.9715,128,2.795,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19177,CrO2,Cr,136,P4_2/mnm,9.441470950213098,tetragonal,2.91388854,4.409191770168261,4.409191770168261,90.00100110566376,90.0,90.0,1.8975,64,2.8466666666666662,1.66,6.76651,0.67592827,"(3, 6)"
mp-19179,Ba2V(SiO4)2,V,100,P4bm,14.658233244502458,tetragonal,8.51620479,8.51620479,5.25487976,90.0,90.0,90.0,1.88475,64,2.671538461538461,1.63,6.746187,0.527662,"(5,)"
mp-19201,CaMnO3,Mn,62,Pnma,10.901021838481672,orthorhombic,5.333444,5.398953,7.571465,90.0,90.0,90.0,1.9425,128,2.5740000000000003,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19215,CaCrO4,Cr,141,I4_1/amd,13.713097025308215,tetragonal,6.00594909475304,6.005949546033577,6.005949071580123,105.82069098874824,105.82068250668216,117.0484954827718,1.646,64,2.736666666666667,1.66,6.76651,0.67592827,"(3, 6)"
mp-19219,Li3VO4,V,31,Pmn2_1,10.446603236944592,orthorhombic,4.91454927,5.41504417,6.28071933,90.0,90.0,90.0,1.72275,64,2.29125,1.63,6.746187,0.527662,"(5,)"
mp-19220,CaSi2NiO6,Ni,15,C2/c,11.285462451381427,monoclinic,5.29502915017944,9.818781775059875,8.993327383417887,89.99999991135145,89.99999680210395,105.1034134040536,2.077,128,2.7350000000000003,1.91,7.639878,1.1571612,"(2,)"
mp-19226,NaFePO4,Fe,62,Pnma,10.88499417562574,orthorhombic,5.00123442,6.81942858,8.93636781,90.0,90.0,90.0,2.0785,128,2.672857142857143,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19230,K3NaCr2O8,Cr,164,P-3m1,15.441388832970736,hexagonal,5.7846649,5.784664437314794,7.45980288,90.0,90.0,119.99999207782648,1.6437499999999998,64,2.445,1.66,6.76651,0.67592827,"(3, 6)"
mp-19231,Mn(SbO2)2,Mn,135,P4_2/mbc,16.19512655027675,tetragonal,6.01248127,8.68449002,8.68449002,90.0,90.0,90.0,2.138,128,2.7728571428571427,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19232,K2CrO4,Cr,62,Pnma,16.52117088323246,orthorhombic,5.868191900068962,7.632489300210167,10.328288080245375,89.99927975185126,90.00033686318186,90.00044226421282,1.64825,128,2.437142857142857,1.66,6.76651,0.67592827,"(3, 6)"
mp-19239,Mg6MnO8,Mn,225,Fm-3m,9.72934166216296,cubic,8.358082725795471,8.35808547449376,10.233939948998897,114.0897642175932,65.91021927764318,89.98999309726734,1.911,128,2.462,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19241,BaNiO3,Ni,186,P6_3mc,13.35298435547286,hexagonal,5.67753215,5.677530777794099,4.7833106999999995,90.0,90.0,119.99999594996376,1.87225,64,2.624,1.91,7.639878,1.1571612,"(2,)"
mp-19243,VSb2O5,V,15,C2/c,16.27483476360232,monoclinic,9.440317176956768,9.440317176956768,5.584592122813984,85.42208313790582,85.42208313790582,31.66925185651012,1.91475,64,2.86625,1.63,6.746187,0.527662,"(5,)"
mp-19251,RbLiCrO4,Cr,173,P6_3,16.14724009672488,hexagonal,5.34395390631818,5.343954116682349,9.14050689,90.0,90.0,119.9999994462538,1.6455,64,2.46,1.66,6.76651,0.67592827,"(3, 6)"
mp-19252,K2NiO2,Ni,139,I4/mmm,19.613038701346376,tetragonal,3.923669285826456,3.923669326592558,6.947859507331191,106.40143450440392,106.40142831872868,90.00000766026801,2.546,54,2.086,1.91,7.639878,1.1571612,"(2,)"
mp-19254,FeSO4,Fe,62,Pnma,11.702118855959084,orthorhombic,4.78237395,6.74733555,8.70361969,90.0,90.0,90.0,2.0694999999999997,128,3.0283333333333338,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19276,BaMoO4,Mo,88,I4_1/a,16.9003622337075,tetragonal,5.622328655583927,5.622329969934929,7.547623411252116,111.86722688977896,111.8672133679685,89.99999670711706,1.77,64,2.8016666666666663,2.16,7.09243,0.747238,"(4, 6)"
mp-19290,Mn2As2O7,Mn,12,C2/m,11.84321701775384,monoclinic,5.35231600226903,5.352316098052185,9.632362935929455,98.44642736967226,98.44642178641578,103.58260600793976,2.0275,128,2.867272727272727,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19296,SrVSi2O7,V,63,Cmcm,12.911957658756698,orthorhombic,7.891614551143575,7.891614551143575,7.113801,90.0,90.0,140.11998404154343,1.92125,64,2.769090909090909,1.63,6.746187,0.527662,"(5,)"
mp-19314,Mn4Be3Si3SO12,Mn,218,P-43n,12.823570628062988,cubic,8.386658,8.386658,8.386658,90.0,90.0,90.0,2.19775,320,2.6291304347826085,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19320,K2FeO4,Fe,62,Pnma,16.18164669607814,orthorhombic,5.790552050003041,7.638129630017738,10.244098640025069,90.00023605660272,89.99991504462096,89.99991892487995,1.643875,128,2.4614285714285713,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19324,Ca2MgWO6,W,14,P2_1/c,12.065574488199998,monoclinic,5.637324,5.474869,9.530968988644648,55.1189055702048,90.0,90.0,1.955,64,2.631,2.36,7.86403,0.81650082,"(4, 6)"
mp-19326,MnO2,Mn,62,Pnma,9.97500641887854,orthorhombic,2.85825128,4.5616138,9.18069394,90.0,90.0,90.0,1.89475,128,2.81,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19330,CaMoO4,Mo,88,I4_1/a,12.96733864803686,tetragonal,5.23044958192748,5.229236983291853,6.786165306525069,112.66334552083032,112.67534880324403,90.01305516980129,1.7755,64,2.8200000000000003,2.16,7.09243,0.747238,"(4, 6)"
mp-19340,LiVO2,V,7,Pc,8.772216957734626,monoclinic,4.980285309386172,5.800430229151885,5.880083727280319,119.5784473723696,74.2485201038674,90.02155467277227,2.004,128,2.3725,1.63,6.746187,0.527662,"(5,)"
mp-19342,WO3,W,60,Pbcn,14.406587269798504,orthorhombic,7.677599,7.733746,7.764183,90.0,90.0,90.0,1.8945,256,3.17,2.36,7.86403,0.81650082,"(4, 6)"
mp-19349,NaMn(SiO3)2,Mn,15,C2/c,11.08006734932692,monoclinic,5.434282549092474,6.51852148664166,6.518520768088186,84.36343789269748,78.69206507581661,78.69203382766774,1.978,64,2.692,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19359,NaFeO2,Fe,166,R-3m,10.524764457730402,rhombohedral,5.614292065763561,5.614292334683715,5.614290986868095,31.18323421961096,31.18322056022044,31.18322550847327,2.433,27,2.41,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19365,Ba3V2O8,V,166,R-3m,16.11763258317133,rhombohedral,7.909388623119567,7.909389185595159,7.909389226223751,43.11269884407831,43.11269252381962,43.11270020573944,1.7205,64,2.5730769230769233,1.63,6.746187,0.527662,"(5,)"
mp-19367,NaCr(SiO3)2,Cr,15,C2/c,10.490711129771377,monoclinic,6.474417489897664,6.4744177434367485,5.282280327889905,76.89900253839015,76.89900678827694,84.49134156688211,1.976,64,2.7030000000000003,1.66,6.76651,0.67592827,"(3, 6)"
mp-19372,WO2,W,14,P2_1/c,12.442864231211637,monoclinic,3.2125574342906305,4.804571731104657,4.837014,90.0,90.0,89.5864267776642,2.06825,64,3.08,2.36,7.86403,0.81650082,"(4, 6)"
mp-19373,LiVO3,V,15,C2/c,11.59107176088388,monoclinic,6.607989539160172,6.607989539160172,5.8346504079170725,73.39932612463488,73.39932612463488,78.11142436392029,1.73175,128,2.586,1.63,6.746187,0.527662,"(5,)"
mp-19379,CoSO4,Co,62,Pnma,11.252617248808562,orthorhombic,4.7311429000217275,6.649163500075665,8.584830220109236,89.99949775728406,89.99996719579305,90.00032301318643,2.0355,128,3.036666666666666,1.88,7.88101,0.66225547,"(2, 3)"
mp-19386,Sr3V2O8,V,166,R-3m,14.141188528647918,rhombohedral,7.464029924676868,7.464030605362729,7.464029534581706,44.226759356489545,44.22675017908305,44.22676372669718,1.7165,64,2.5869230769230764,1.63,6.746187,0.527662,"(5,)"
mp-19399,Cr2O3,Cr,167,R-3c,9.767336913973889,rhombohedral,5.3513754511552944,5.351375178540753,5.351362643672136,55.74690511707356,55.746915200656915,55.74667374080043,1.9845,128,2.728,1.66,6.76651,0.67592827,"(3, 6)"
mp-19403,Ba2CaMoO6,Mo,225,Fm-3m,15.356571582872633,cubic,6.010857359998489,6.010857359998489,6.010857359998489,60.00000000000001,60.00000000000001,60.00000000000001,1.953,32,2.5580000000000003,2.16,7.09243,0.747238,"(4, 6)"
mp-19419,LiFeO2,Fe,166,R-3m,9.02434183415066,rhombohedral,5.105014296830888,5.105015621882111,5.105015767776339,33.50014645304105,33.5001409816898,33.50014137324198,2.3393333333333337,19,2.4225,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19422,Na3VS3O,V,36,Cmc2_1,21.92003596871174,orthorhombic,7.745944355101578,7.745944355101578,5.973052,90.0,90.0,101.86778517554636,2.0722500000000004,112,1.95,1.63,6.746187,0.527662,"(5,)"
mp-19426,CaWO4,W,88,I4_1/a,13.06301996540737,tetragonal,5.254060133539453,5.257926584925279,6.783837740588909,112.81745157556746,112.80157822361886,89.95755461943163,1.7985,64,2.8533333333333335,2.36,7.86403,0.81650082,"(4, 6)"
mp-19432,KNaV2O6,V,15,C2/c,15.990513459982122,monoclinic,7.472699251676934,7.472699251676934,5.93297936997433,79.28910732030988,79.28910732030988,87.03322197998898,1.75625,128,2.565,1.63,6.746187,0.527662,"(5,)"
mp-19438,LiMnO4,Mn,63,Cmcm,12.92700472301095,orthorhombic,5.075463025057813,5.075463025057813,6.582667,90.0,90.0,113.82272680868614,1.6195,64,2.715,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19441,CaCr(Si2O5)2,Cr,130,P4/ncc,13.458611140339585,tetragonal,7.47886,7.47886,15.399599,90.0,90.0,90.0,2.043,128,2.79125,1.66,6.76651,0.67592827,"(3, 6)"
mp-19443,WO3,W,129,P4/nmm,13.981062118859253,tetragonal,3.94449455,5.32499735,5.32499735,90.0,90.0,90.0,1.8645,64,3.17,2.36,7.86403,0.81650082,"(4, 6)"
mp-19446,CaMn(SiO3)2,Mn,15,C2/c,12.053570365128506,monoclinic,5.363391812702574,10.057252021587905,9.265042626150946,90.00000162554814,89.99999639701694,105.2607240098091,2.167,128,2.6990000000000003,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19732,Cs2CuPb(NO2)6,Cu,202,Fm-3,15.607628590293364,cubic,7.860042001964239,7.860042001964239,7.860042001964239,60.00000000000001,60.00000000000001,60.00000000000001,2.162,28,2.969545454545455,1.9,7.72638,1.235784,"(2,)"
mp-19752,FePO4,Fe,181,P6_422,15.90875116778636,hexagonal,5.31453975001296,5.313143815002118,23.422195600000208,90.00000265636086,90.00001354356513,59.99157488975139,1.848,192,2.963333333333334,1.83,7.9024681,0.15323635,"(2, 3)"
mp-19770,Fe2O3,Fe,167,R-3c,10.311075301961129,rhombohedral,5.0918936441581,5.452029995907517,5.091910452974928,62.16260543536899,119.98513390956244,117.83716377417755,2.0055,128,2.7960000000000003,1.83,7.9024681,0.15323635,"(2, 3)"
mp-1986,ZnO,Zn,216,F-43m,11.840737296175584,cubic,3.223354140072945,3.223353129511896,3.22335291,59.99999209284825,60.00000246375318,59.99999719666735,1.974,8,2.545,1.65,9.394197,-0.62,"(2,)"
mp-19882,MnBPbO4,Mn,62,Pnma,12.96056258794965,orthorhombic,6.0764670003753825,6.814418007722596,8.763992010502806,90.00545691597219,90.00054805337197,89.99884465698042,1.9637499999999997,128,2.8114285714285714,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-19903,V2Pb3O8,V,5,C2,15.22510472537004,monoclinic,5.6614530298135355,5.66145258198184,7.477379098045799,68.12196060674671,68.12196254488249,67.48740315868315,1.72575,64,2.905384615384615,1.63,6.746187,0.527662,"(5,)"
mp-20029,SrCrO3,Cr,221,Pm-3m,11.80188771556595,cubic,3.893204,3.893204,3.893204,90.0,90.0,90.0,2.30325,62,2.586,1.66,6.76651,0.67592827,"(3, 6)"
